A,B,C,D,E,F,G,H,I,J,K,L,Class
108417,109336.5,455.03985,1660.371,705.37605,294.50535,1.36305,1.4874,1.08675,1.11195,3.59265,0.96765,P
140740.5,142674,518.454,1970.718,846.3108,322.8792,1.3866,1.4796,0.87765,1.02465,3.93165,0.9189,P
115063.5,116068.5,468.78045,1629.963,640.39725,344.8971,1.2639,1.48695,1.10115,1.2246,2.7852,1.098,M
125268,126127.5,489.126,1615.728,607.7202,394.212,1.14165,1.4898,1.1415,1.35675,2.3124,1.20735,M
137077.5,138723,511.66275,1751.841,686.1933,382.656,1.24515,1.48215,1.07805,1.26285,2.6898,1.11855,M
136780.5,137941.5,511.10805,1822.053,751.08225,349.902,1.32735,1.4874,1.05465,1.1649,3.2199,1.02075,P
113548.5,114475.5,465.68415,1695.162,722.83365,300.36375,1.3644,1.48785,0.9582,1.1172,3.60975,0.9663,P
98202,98929.5,433.0728,1488.9105,596.93835,314.95575,1.27425,1.4889,1.0119,1.2525,2.84295,1.08825,M
167092.5,168613.5,564.9099,2113.3545,912.56475,351.66075,1.3842,1.4865,0.9312,1.0578,3.8925,0.9285,P
103956,105036,445.5798,1604.7855,668.8977,297.61155,1.3434,1.48455,0.8427,1.14135,3.3714,0.99915,P
111429,112554,461.31735,1679.127,704.91975,303.9897,1.3533,1.485,1.12845,1.1175,3.47835,0.9816,P
163597.5,164973,558.97065,1965.4035,796.4388,393.75825,1.3038,1.48755,1.1118,1.19745,3.03405,1.0527,P
104179.5,105072,446.05845,1516.323,598.99335,332.60685,1.24755,1.48725,1.14105,1.28115,2.70135,1.11705,M
138502.5,139792.5,514.31535,1901.8455,809.69775,327.62355,1.37175,1.4862,0.81825,1.0827,3.7071,0.9528,P
87745.5,88743,409.36725,1438.7745,553.98615,311.5809,1.2402,1.4832,0.91095,1.1985,2.667,1.10835,P
143280,145077,523.1106,1839.2985,754.383,364.5096,1.31325,1.4814,1.0161,1.19745,3.1044,1.0401,P
88314,89250,410.6913,1463.442,600.96195,282.2298,1.32435,1.48425,0.9735,1.16595,3.19395,1.0251,P
100288.5,101592,437.6493,1687.8,728.9241,263.70075,1.39845,1.4808,0.7425,0.9954,4.1463,0.9006,P
125436,126424.5,489.4539,1736.6865,710.4138,339.6546,1.31745,1.4883,0.9378,1.17585,3.1374,1.0335,P
143587.5,145263,523.6716,1818.4095,720.66075,383.9067,1.26945,1.48275,1.0239,1.22775,2.8158,1.09005,M
115633.5,116440.5,469.9401,1747.92,757.02405,292.88955,1.38315,1.48965,0.81735,1.0701,3.87705,0.9312,P
95628,96834,427.3593,1524.183,617.77725,296.8581,1.3155,1.48125,1.0896,1.16385,3.12165,1.0377,P
114393,115390.5,467.4126,1600.989,623.59485,351.14205,1.2396,1.4871,1.0923,1.2618,2.66385,1.12425,P
140379,141681,517.7877,1744.4595,673.15965,399.1311,1.20795,1.4862,1.10295,1.30425,2.5299,1.1538,M
105501,107064,448.87875,1537.4235,593.2497,341.41755,1.2267,1.4781,1.12635,1.26195,2.6064,1.1349,M
133459.5,134961,504.8652,1805.244,736.2927,348.34005,1.3215,1.48335,0.9597,1.15785,3.17055,1.02855,M
120169.5,121261.5,479.06865,1751.8845,740.67915,310.7235,1.36155,1.4865,0.85155,1.107,3.57555,0.9702,P
107692.5,108955.5,453.5169,1582.95,603.78255,343.4586,1.2336,1.4826,1.044,1.21515,2.63685,1.12665,M
109728,110923.5,457.78275,1598.2515,635.8983,331.10175,1.28055,1.4838,0.9327,1.21455,2.8809,1.07985,M
99156,100167,435.1713,1560.375,638.3988,298.5846,1.32585,1.48485,1.0383,1.1514,3.20715,1.02255,M
144853.5,146025,525.97515,1929.786,824.4588,336.59295,1.36935,1.488,1.10685,1.0998,3.6741,0.957,P
105457.5,106738.5,448.7862,1580.964,644.9397,314.58075,1.3095,1.482,1.107,1.19295,3.0753,1.04385,M
103669.5,105687,444.9654,1587.756,633.357,319.6089,1.29495,1.47135,0.98055,1.16265,2.97255,1.0539,M
101818.5,102811.5,440.9751,1499.9235,567.0969,345.33705,1.1898,1.48545,1.11195,1.27965,2.4633,1.1664,M
147942,149403,531.5529,1806.258,691.08825,410.88765,1.20615,1.4853,1.0818,1.28205,2.52285,1.1538,M
124512,125311.5,487.6479,1736.055,722.17065,330.41565,1.3338,1.4904,0.9627,1.16805,3.2784,1.01295,P
124711.5,125923.5,488.03835,1837.1055,793.22565,303.1464,1.38615,1.4856,0.95535,1.04475,3.9249,0.92295,P
83716.5,85167,399.85845,1405.671,540.8511,298.7025,1.25055,1.4745,0.94545,1.1979,2.71605,1.10895,M
110134.5,111622.5,458.62995,1651.6845,660.912,323.2272,1.3083,1.48005,1.07985,1.1415,3.06705,1.04085,P
108918,110310,456.09,1587.627,635.0175,328.9869,1.28295,1.4811,0.921,1.22175,2.8953,1.0773,M
165583.5,166878,562.3533,1979.574,811.10835,392.1426,1.3131,1.4883,1.06305,1.19475,3.1026,1.03995,P
111462,112482,461.3856,1609.3245,642.53325,331.8174,1.28445,1.48635,1.08255,1.2168,2.9046,1.07715,M
147685.5,149334,531.0918,1828.128,698.8377,406.03725,1.22085,1.4835,1.08975,1.2495,2.58165,1.14,M
136722,137652,510.99885,1832.706,771.5703,339.4374,1.347,1.4898,1.09185,1.15095,3.40965,0.99345,P
111165,112191,460.7706,1553.6025,600.72315,354.2559,1.2114,1.48635,1.1121,1.30215,2.54355,1.1505,M
150601.5,152404.5,536.30925,2048.5695,890.18355,325.9755,1.39575,1.4823,0.9339,1.0146,4.0962,0.90375,P
103771.5,104842.5,445.18425,1498.0185,575.3721,346.5099,1.19745,1.4847,1.086,1.30755,2.49075,1.16055,M
122541,123664.5,483.7728,1678.278,664.158,353.7564,1.26945,1.48635,0.96165,1.23015,2.8161,1.0926,M
150399,151878,535.94865,1811.904,685.31115,419.89965,1.18545,1.48545,1.06185,1.29525,2.44815,1.17315,M
140434.5,141738,517.89015,1778.775,699.80445,385.02405,1.2525,1.4862,1.00845,1.2549,2.7264,1.11,M
126813,127939.5,492.13305,1754.13,725.0136,336.0837,1.32915,1.4868,0.9255,1.16535,3.2358,1.0182,P
119686.5,120592.5,478.10505,1647.363,664.94115,344.3781,1.2831,1.48875,1.08405,1.24695,2.8962,1.0785,P
86044.5,86877,405.37995,1429.893,588.98475,280.12305,1.31955,1.4856,0.88425,1.18995,3.1539,1.03245,P
128985,130056,496.32975,1817.292,768.53805,322.65675,1.3614,1.4877,0.8241,1.1043,3.57285,0.9687,P
83818.5,84771,400.1019,1377.5445,529.78185,304.73235,1.227,1.4832,1.0188,1.2489,2.60775,1.1328,M
105427.5,107257.5,448.7223,1558.4595,595.9494,340.62555,1.2309,1.47435,1.0392,1.2273,2.6244,1.1295,M
116860.5,118185,472.4268,1717.914,726.0234,308.5635,1.3578,1.4832,1.104,1.1196,3.52935,0.97605,P
120396,121486.5,479.52,1789.326,760.9803,303.78645,1.37535,1.4865,0.79995,1.0632,3.7575,0.94515,P
101440.5,102361.5,440.1558,1526.0325,595.92165,325.9785,1.25565,1.4865,1.1127,1.23165,2.74215,1.1079,M
132120,133095,502.32525,1746.8805,710.20965,356.12715,1.2978,1.48905,0.9693,1.22415,2.99145,1.06095,P
132594,133977,503.22555,1808.736,746.1159,340.2255,1.335,1.48455,1.09125,1.146,3.2895,1.01175,P
111736.5,112900.5,461.9535,1653.222,688.57005,311.40645,1.33785,1.48455,1.09185,1.1559,3.3168,1.00635,M
125701.5,127099.5,489.97155,1706.979,672.99435,358.4676,1.26945,1.4835,1.1157,1.2198,2.8161,1.092,M
120793.5,121941,480.31095,1690.971,682.5666,339.13575,1.3017,1.4859,0.9258,1.19445,3.01905,1.05555,M
186402,187858.5,596.65875,2172.825,915.77475,389.83305,1.35735,1.4883,0.8457,1.1163,3.52365,0.97725,P
150943.5,153034.5,536.91795,1948.497,804.37755,360.17115,1.3413,1.47945,1.07715,1.1241,3.34995,1.00125,P
144535.5,145962,525.3975,1875.3165,768.9546,360.18795,1.32525,1.4853,1.09875,1.16205,3.20235,1.02495,P
93037.5,93847.5,421.5312,1463.9775,594.2883,299.62905,1.2954,1.4871,1.0032,1.22745,2.9751,1.06395,P
117879,118791,474.48105,1664.259,678.0894,332.93445,1.3068,1.48845,1.05885,1.2033,3.05505,1.04955,M
117222,118374,473.157,1587.618,599.30775,375.13425,1.16985,1.48545,1.11255,1.3149,2.3964,1.18425,M
141298.5,142395,519.48075,1762.968,683.81085,395.61885,1.2234,1.48845,1.1172,1.28535,2.59275,1.13955,M
106603.5,107701.5,451.218,1580.6625,636.1311,321.50145,1.29435,1.4847,1.14255,1.20645,2.9679,1.06395,M
146097,147100.5,528.22785,1863.657,767.8815,364.60365,1.32015,1.4898,0.9207,1.18935,3.15915,1.03185,P
106603.5,107836.5,451.218,1565.4885,611.86665,334.1376,1.25655,1.4829,1.0941,1.22985,2.7468,1.1061,M
119188.5,120343.5,477.10935,1741.161,738.1572,309.22335,1.362,1.4856,1.08735,1.11165,3.58065,0.9696,P
145392,146767.5,526.9518,1942.1145,824.27805,338.8119,1.3674,1.4859,0.93615,1.0899,3.6492,0.95895,P
147661.5,149341.5,531.0486,1873.506,734.27205,386.5317,1.2753,1.4832,1.03065,1.1895,2.8494,1.0848,M
109362,110941.5,457.01865,1604.8155,599.18145,350.41845,1.2168,1.4787,1.03725,1.2006,2.56485,1.14405,M
118858.5,119937,476.4483,1697.7045,702.4797,324.44145,1.3305,1.4865,1.00935,1.16595,3.2478,1.0173,P
136923,139683,511.3743,1756.5765,641.61495,409.79895,1.15425,1.4703,1.06725,1.25475,2.34855,1.1955,M
143724,145521,523.92045,1911.027,796.98315,345.6102,1.35165,1.48155,1.0944,1.1127,3.459,0.9861,P
109429.5,110656.5,457.15965,1622.2305,660.4527,318.12345,1.3146,1.48335,1.0563,1.1757,3.11415,1.0383,P
107043,108789,452.14725,1574.6325,622.4406,329.75745,1.27215,1.476,0.97935,1.2207,2.8314,1.0896,M
108006,109036.5,454.17645,1624.095,663.8763,311.78205,1.32435,1.48575,0.88335,1.1577,3.19395,1.02615,P
115843.5,116766,470.3667,1622.2185,649.1418,341.4201,1.27575,1.48815,1.06365,1.2447,2.85195,1.0869,P
103069.5,104254.5,443.67585,1541.559,601.8711,328.38465,1.257,1.4829,1.02855,1.22625,2.7492,1.1058,M
110391,111682.5,459.16365,1625.2215,655.5123,322.75545,1.3056,1.4826,0.91155,1.1817,3.0465,1.05075,M
152242.5,153505.5,539.2233,1890.705,764.65545,382.938,1.2984,1.4877,1.0434,1.2042,2.9952,1.0578,P
118582.5,119715,475.8948,1654.0515,662.54565,343.63665,1.2825,1.48575,0.9444,1.2255,2.892,1.07745,M
114871.5,116616,468.3891,1578.8475,576.39615,383.82315,1.119,1.4775,1.06005,1.3029,2.25255,1.2189,M
144871.5,146286,526.00785,1786.536,683.9214,405.95265,1.2072,1.48545,1.09875,1.2834,2.52705,1.15365,M
130962,131946,500.11905,1842.273,791.94255,316.07925,1.37535,1.48875,1.1667,1.09095,3.75825,0.94725,P
148720.5,149977.5,532.94955,1887.051,775.2516,367.39455,1.3209,1.4874,0.98685,1.1808,3.16515,1.03125,P
94794,96213,425.49165,1482.147,583.9842,312.74145,1.26675,1.47795,1.0332,1.2201,2.80095,1.0929,M
125604,126687,489.7815,1662.4215,647.27955,372.12285,1.2273,1.48725,1.0902,1.28505,2.6091,1.13505,M
102696,103882.5,442.87125,1631.7495,692.2509,284.11335,1.36785,1.4829,1.0734,1.0905,3.65475,0.9597,P
137077.5,138735,511.66275,1785.732,728.3244,363.19095,1.3002,1.48215,1.08405,1.21545,3.00795,1.05375,M
158275.5,159589.5,549.80355,2051.8245,871.1487,348.92085,1.37445,1.4877,0.84765,1.06305,3.74505,0.94665,P
145903.5,147520.5,527.87805,2005.248,875.13465,319.5276,1.3965,1.4835,0.7542,1.026,4.1082,0.9048,P
114691.5,116173.5,468.02205,1591.071,610.41315,361.3224,1.209,1.4808,1.0752,1.281,2.5341,1.15005,M
104778,105553.5,447.33795,1537.269,614.20665,327.15585,1.26945,1.48905,0.9981,1.25355,2.8161,1.09245,M
92713.5,93579,420.7965,1446.8895,571.28445,311.53875,1.2573,1.4862,1.1283,1.2522,2.7507,1.1049,M
99160.5,100675.5,435.18105,1497.219,575.83245,330.68175,1.22805,1.4775,1.0128,1.2507,2.61195,1.13355,M
113043,113971.5,464.6463,1703.6775,721.81245,301.3485,1.36305,1.48785,0.88605,1.10115,3.59295,0.96555,P
110937,112090.5,460.2978,1651.689,681.7398,312.0195,1.33365,1.48455,1.0335,1.14975,3.27735,1.0128,P
122022,123915,482.74725,1675.0185,661.47165,354.29565,1.26675,1.47705,0.97275,1.2297,2.8005,1.0947,M
110355,112291.5,459.0888,1602.309,585.8169,361.98045,1.17945,1.4742,1.12485,1.2153,2.4276,1.17555,M
108004.5,109068,454.1733,1596.135,632.2776,327.60195,1.28295,1.4853,1.07925,1.19865,2.895,1.07745,M
155964,157140,545.7741,1865.1015,728.5704,409.9113,1.24005,1.48875,1.0923,1.26765,2.6661,1.12365,M
158779.5,160416,550.6782,1851.939,703.9434,433.0221,1.1826,1.4847,1.09665,1.30905,2.43855,1.17345,M
107299.5,108079.5,452.6886,1521.735,584.1291,351.72435,1.1976,1.4892,1.08735,1.3101,2.4912,1.1625,M
125410.5,126678,489.4041,1693.5855,664.61055,361.6443,1.2585,1.485,1.041,1.2363,2.75655,1.1046,M
112699.5,114241.5,463.9398,1627.1325,648.87945,334.7832,1.2849,1.47975,1.13115,1.2036,2.9073,1.0725,P
147444,148597.5,530.6574,1772.781,672.4644,422.022,1.1679,1.4883,1.1019,1.32645,2.3901,1.18365,M
119491.5,121449,477.71535,1694.0025,666.18255,345.66465,1.28235,1.47585,1.0641,1.17735,2.89095,1.07565,M
142474.5,143859,521.63805,1797.39,716.2632,380.7087,1.2705,1.4856,1.0953,1.24695,2.8221,1.09245,M
111817.5,113031,462.1209,1746.9795,755.56785,286.76625,1.3878,1.48395,1.05705,1.0359,3.9522,0.9174,P
108750,109878,455.7381,1584.0435,634.4379,329.03175,1.2825,1.48455,1.1241,1.2255,2.8923,1.07745,M
140775,142405.5,518.5176,1798.8315,710.70255,380.5791,1.26675,1.4829,0.996,1.23015,2.8011,1.0944,M
127263,129277.5,493.00545,1695.672,644.14125,380.25765,1.2108,1.4766,1.0296,1.25145,2.541,1.1481,M
147304.5,148255.5,530.4063,1847.0475,756.26505,372.5556,1.3053,1.4904,1.1283,1.22085,3.04485,1.05195,P
107251.5,108733.5,452.58735,1639.875,638.07045,328.25775,1.28625,1.4796,0.88005,1.1277,2.9157,1.06395,P
117375,118438.5,473.4657,1653.4335,664.4949,338.56605,1.29075,1.4865,1.12185,1.21395,2.94405,1.06875,M
92790,93601.5,420.97005,1481.274,606.46215,293.56995,1.3125,1.48695,0.90495,1.19565,3.0987,1.04115,P
137797.5,139164,513.00465,1716.21,642.4899,411.07605,1.15275,1.4853,1.07835,1.32285,2.34435,1.19775,M
98616,99655.5,433.98465,1501.6095,602.24055,315.08415,1.2783,1.4844,1.0986,1.2366,2.8671,1.0809,M
105535.5,106314,448.9521,1532.7945,604.476,333.92925,1.2504,1.48905,1.14795,1.27005,2.7153,1.11405,M
111136.5,112686,460.7115,1609.092,631.86405,338.96925,1.26585,1.4793,0.95595,1.21365,2.79615,1.09365,M
100452,101983.5,438.00585,1533.7035,598.0263,321.98175,1.26405,1.4775,0.9888,1.2075,2.78595,1.0986,M
110007,110788.5,458.3643,1530.0825,588.3774,357.8241,1.1907,1.48935,1.07805,1.32855,2.46645,1.1685,M
106615.5,107688,451.24335,1704.3615,732.43365,279.00195,1.3869,1.485,0.7698,1.0377,3.9378,0.92415,P
129355.5,130383,497.0421,1762.641,726.6948,340.59315,1.3251,1.48815,1.0779,1.1772,3.2004,1.026,P
94675.5,95470.5,425.2257,1487.7795,598.45755,303.36225,1.293,1.48755,1.0473,1.2093,2.95905,1.06575,M
95892,97285.5,427.9488,1544.3385,618.5985,298.39035,1.314,1.47855,1.1136,1.13685,3.10965,1.0377,P
83584.5,84337.5,399.543,1412.103,583.2264,274.39125,1.3236,1.48665,0.88785,1.18515,3.18825,1.02765,P
119938.5,122272.5,478.608,1708.1295,671.4993,342.44445,1.2903,1.47135,1.10595,1.16235,2.94135,1.06905,M
118723.5,120252,476.1777,1673.199,654.0291,348.5841,1.26915,1.48095,0.96525,1.1991,2.8143,1.09215,M
107053.5,108465,452.1693,1653.3915,689.12115,299.02335,1.3515,1.4805,0.90825,1.1073,3.4569,0.9843,P
173500.5,174664.5,575.64015,1953.7545,769.77645,431.81445,1.2417,1.48995,1.0218,1.2852,2.67405,1.1217,P
127089,128022,492.6684,1699.512,683.5722,356.8086,1.2795,1.48905,1.11315,1.2441,2.8737,1.08105,M
127395,128709,493.26105,1687.1835,654.13335,373.41165,1.23165,1.4847,1.00935,1.2654,2.6277,1.13115,M
109519.5,110328,457.3476,1565.673,629.6487,333.06615,1.2729,1.48905,1.1166,1.2633,2.83575,1.0896,M
142845,145302,522.3159,1860.615,755.89035,362.9082,1.3158,1.47465,1.0899,1.1667,3.12435,1.0365,M
88047,89313,410.07,1414.626,549.60015,309.4389,1.2396,1.4787,1.0836,1.24395,2.66415,1.11915,M
130597.5,132064.5,499.42245,1743.744,679.28565,368.5539,1.26,1.48335,1.10895,1.2144,2.76465,1.1028,M
121138.5,123249,480.9963,1701.495,677.11635,344.34495,1.2915,1.47435,1.0695,1.18305,2.9496,1.0656,M
115654.5,116563.5,469.98285,1632.8565,659.91435,336.18255,1.29075,1.4883,1.1175,1.22655,2.9445,1.0683,M
103446,105067.5,444.4854,1561.233,610.7952,328.0881,1.26525,1.4769,0.94665,1.2,2.79255,1.09155,M
137511,138841.5,512.4711,1845.7125,755.6916,349.18245,1.3302,1.4856,1.14405,1.14135,3.2463,1.01715,P
111504,112432.5,461.4726,1658.481,692.9361,308.03175,1.3437,1.48755,1.125,1.14615,3.3744,0.999,P
119662.5,120651,478.05705,1726.722,720.01905,317.8536,1.34595,1.4877,1.1346,1.13475,3.39795,0.996,P
138174,139404,513.705,1801.2255,720.67245,368.58915,1.28895,1.4868,1.03905,1.2042,2.9328,1.0692,M
136762.5,137904,511.07445,1907.265,815.1267,322.8948,1.3773,1.48755,1.15425,1.06305,3.7866,0.9405,P
121258.5,122430,481.2345,1843.3665,814.701,286.93395,1.40385,1.4856,1.16955,1.00905,4.25895,0.88605,P
124507.5,125587.5,487.63905,1852.1265,809.5224,295.06755,1.3968,1.4871,0.8625,1.0263,4.11525,0.9036,P
113997,115306.5,466.6029,1612.5015,634.2615,345.4182,1.25805,1.4829,1.0854,1.2396,2.7543,1.10355,M
138693,139992,514.6689,1881.1815,789.7449,337.0146,1.3566,1.48605,1.08315,1.10805,3.5151,0.97755,P
101221.5,102157.5,439.6803,1614.0315,682.4217,285.8751,1.362,1.4862,0.90615,1.0986,3.58065,0.96645,P
124071,125299.5,486.78345,1666.338,637.30155,373.509,1.21545,1.4853,1.10895,1.26345,2.55945,1.1457,M
141832.5,143706,520.46145,1906.893,799.9167,340.2456,1.3575,1.4805,0.8211,1.1028,3.5265,0.9759,P
99766.5,101004,436.50885,1551.6825,626.8452,306.18825,1.3089,1.48155,1.0113,1.17165,3.07095,1.0446,M
112872,113926.5,464.29485,1753.416,763.18755,283.76595,1.39245,1.48605,1.08075,1.038,4.03425,0.9126,P
112116,113049,462.73725,1578.9375,625.9953,343.34805,1.2543,1.48755,1.0842,1.27155,2.7348,1.1088,M
101694,102915,440.7054,1507.0125,576.18585,339.1029,1.21275,1.48215,1.044,1.266,2.54865,1.14735,M
115488,116922,469.6443,1724.592,713.92185,311.51895,1.3497,1.48155,1.04805,1.09785,3.43755,0.9867,M
107665.5,108916.5,453.46005,1617.123,672.8691,306.5775,1.3353,1.48275,1.15065,1.16415,3.2922,1.01085,M
109827,111108,457.98915,1576.974,613.7646,343.131,1.24365,1.48275,1.02915,1.24875,2.68305,1.1193,M
146926.5,147958.5,529.7253,1812.615,706.434,399.4308,1.2372,1.4895,1.08705,1.26435,2.6529,1.12485,M
83989.5,84814.5,400.5099,1421.196,581.7588,277.68435,1.31805,1.48545,1.11315,1.1757,3.1425,1.0326,P
136081.5,138054,509.8005,1911.849,822.90855,317.1936,1.38405,1.47855,1.05885,1.0527,3.89145,0.92925,P
98029.5,106716,432.69225,1781.1375,760.87095,265.61835,1.40565,1.3779,0.81165,0.87375,4.29675,0.85305,P
99727.5,100717.5,436.4235,1564.377,658.4799,290.0535,1.3467,1.4853,1.13385,1.15215,3.4053,0.9942,P
99451.5,100554,435.81915,1532.5065,603.0081,316.1106,1.2774,1.4835,1.12095,1.1973,2.8614,1.08405,M
144252,145822.5,524.88195,1940.5215,818.41425,337.66485,1.36635,1.4838,0.81435,1.08315,3.63555,0.96195,P
73909.5,74608.5,375.7083,1342.7535,561.2154,252.4422,1.33965,1.4859,0.9687,1.15905,3.33465,1.00425,P
126610.5,127482,491.74005,1763.973,743.9595,325.6098,1.34865,1.4898,0.993,1.1505,3.4272,0.9915,P
126120,127773,490.7865,1720.2525,680.73945,357.47325,1.2765,1.48065,1.11,1.20495,2.85645,1.0815,M
136924.5,138391.5,511.37715,1769.793,690.67155,379.3362,1.25355,1.4841,0.99135,1.236,2.73105,1.1106,M
100746,102478.5,438.6465,1506.843,594.8535,325.50975,1.2555,1.47465,1.11885,1.2546,2.74125,1.1061,M
133323,135447,504.6069,1920.2205,826.6671,311.3523,1.3896,1.47645,0.8934,1.0224,3.98265,0.9156,P
129213,130704,496.7682,1761.6195,724.27335,342.57915,1.32165,1.4829,1.134,1.1772,3.1713,1.02885,P
114691.5,116451,468.02205,1663.7835,662.93115,331.8612,1.29855,1.47735,1.1157,1.1715,2.9964,1.059,M
96969,97813.5,430.34535,1545.027,646.64265,287.56185,1.34355,1.4871,0.85215,1.14855,3.37305,0.99825,P
122458.5,123429,483.6099,1725.1125,714.588,328.0929,1.3326,1.48815,0.8718,1.1634,3.267,1.0152,P
119739,120982.5,478.2099,1702.623,699.90225,328.78095,1.3242,1.48455,1.1133,1.1679,3.1932,1.02495,M
154420.5,156840,543.06675,1908.627,728.8158,406.89525,1.2444,1.4769,1.0002,1.1985,2.6868,1.11765,M
123747,124803,486.14745,1759.6035,740.3421,319.98375,1.3527,1.48725,0.84405,1.1301,3.47055,0.98505,P
95566.5,96736.5,427.2219,1462.65,574.05465,319.08045,1.24695,1.48185,0.9888,1.263,2.69865,1.1163,M
108805.5,109977,455.85435,1619.8335,668.87865,313.5027,1.3251,1.48395,0.95805,1.1724,3.2004,1.02225,P
114534,116011.5,467.7006,1578.636,596.44125,370.20195,1.17615,1.48095,1.0329,1.29945,2.41665,1.1763,M
124624.5,126159,487.8681,1702.191,669.48645,356.3544,1.2699,1.4817,1.07145,1.2162,2.81805,1.09305,M
138315,139867.5,513.96705,1882.3215,785.09445,337.79295,1.35405,1.48335,1.09395,1.1037,3.4863,0.98205,P
108685.5,109500,455.60295,1524.7365,571.27275,363.8715,1.15635,1.4889,1.09425,1.3218,2.355,1.19625,M
92901,94060.5,421.2219,1521.366,630.42675,282.6126,1.34085,1.48155,1.12815,1.1349,3.34605,1.0023,P
144487.5,145732.5,525.3102,1958.7825,827.0925,337.47855,1.3695,1.48725,0.78345,1.0647,3.6762,0.95265,P
94171.5,95445,424.0923,1439.634,543.6249,332.42985,1.1868,1.48005,1.12845,1.28475,2.45295,1.17015,M
122308.5,123435,483.31365,1707.345,691.4925,339.1059,1.30725,1.48635,0.9327,1.18635,3.0588,1.04835,P
157848,161107.5,549.0606,1943.517,777.6786,394.1433,1.29315,1.4697,0.98565,1.18155,2.95965,1.059,P
86899.5,88122,407.38905,1356.1125,501.28425,334.3131,1.11765,1.47915,1.0848,1.33605,2.2491,1.21905,M
107052,108345,452.16615,1580.259,641.01135,319.7688,1.30005,1.48215,1.09185,1.21215,3.0069,1.0581,M
91207.5,92323.5,417.36495,1520.7915,620.9454,281.75505,1.33665,1.48185,1.12515,1.11495,3.3057,1.00815,P
121881,123637.5,482.46825,1649.2815,626.04315,373.6113,1.2036,1.4787,1.09875,1.2669,2.51355,1.15605,M
108357,109522.5,454.91385,1580.01,632.91225,328.9344,1.28145,1.4841,1.11465,1.2273,2.88615,1.0782,M
115401,116992.5,469.46745,1592.403,611.87385,361.55445,1.21005,1.4796,1.11675,1.2867,2.53845,1.15095,M
145665,147067.5,527.44635,1880.9145,776.7675,358.8948,1.33035,1.48575,0.88185,1.16415,3.24645,1.0185,P
162099,163339.5,556.40475,1971.543,809.6265,382.9659,1.32165,1.4886,0.95115,1.17915,3.17115,1.0308,P
112693.5,113782.5,463.9275,1685.058,709.9902,305.50515,1.35405,1.4856,0.84705,1.12215,3.486,0.9801,P
122194.5,122989.5,483.08835,1649.7795,659.50755,354.6003,1.2648,1.49025,1.1064,1.26945,2.78985,1.09875,M
119965.5,120927,478.66185,1660.104,659.55075,349.60395,1.272,1.488,0.9948,1.23075,2.8299,1.08855,M
149191.5,150919.5,533.79285,1997.046,856.46145,334.314,1.38105,1.4829,1.0647,1.05765,3.8427,0.93495,P
145555.5,146799,527.24805,1940.7885,823.3623,339.7224,1.36635,1.48725,0.81975,1.0926,3.6354,0.9606,P
97779,98632.5,432.13905,1549.134,642.2643,291.90345,1.3362,1.48695,0.8559,1.152,3.30045,1.0092,P
97213.5,98367,430.8876,1505.367,603.5586,309.387,1.2879,1.48245,0.9573,1.2129,2.9262,1.07085,M
179820,181194,586.02975,2119.437,879.0585,392.00805,1.34265,1.4886,1.09395,1.1319,3.3636,1.00005,P
108534,110173.5,455.28525,1585.0965,624.98025,334.1469,1.26765,1.47765,1.08375,1.2213,2.8056,1.09275,P
87763.5,88564.5,409.40925,1436.688,575.70285,292.3836,1.2921,1.4865,1.1337,1.20225,2.9535,1.06665,P
162396,163446,556.9143,1926.681,778.69665,399.4518,1.2876,1.4904,1.0098,1.2369,2.9241,1.0728,P
107194.5,108052.5,452.46705,1572.5955,616.31595,336.14355,1.2573,1.48815,0.9933,1.2255,2.75025,1.10115,P
